Metadata_platename,Metadata_platenum,Metadata_well,Count_Nuclei,hc_Count_Nuclei_normalized,hc_Count_Nuclei_z_score,Row,Col,Compound Plate #,Chemical.Name,Treatments,Positive.control
MRMTRP17,12398,F11,323.5,40.586,-2.926,F,11,17,BCC0109853,DRUG,no
MRMTRP32,12329,A23,324,554.797,0.963,A,23,32,BCC0032678,DRUG,no
MRMTRP29,12322,E24,324,466.766,0.297,E,24,29,BCC0033771,DRUG,no
MRMTRP33,12330,I14,324,458.805,0.237,I,14,33,BCC0109153,DRUG,no
MRMTRP33,12330,E17,324,449.938,0.17,E,17,33,BCC0072143,DRUG,no
MRMTRP41,12401,L11,324,428.625,0.009,L,11,41,BCC0063414,DRUG,no
MRMTRP1uM02,12385,H05,324,422.672,-0.036,H,5,2,Thalidomide,DRUG,no
MRMTRP30,12327,A03,324,366.031,-0.465,A,3,30,DMSO,DMSO,no
MRMTRP13,12303,K02,324,361.32,-0.5,K,2,13,STS,EtBr,no
MRMTRP41,12401,E19,324,347.234,-0.607,E,19,41,BCC0093268,DRUG,no
MRMTRP27,12320,D20,324,271.75,-1.178,D,20,27,BCC0093789,DRUG,no
MRMTRP26,12319,J04,324.5,699.195,2.055,J,4,26,DMSO,EtBr,no
MRMTRP1uM04,12389,E03,324.5,542.984,0.874,E,3,4,DMSO,DMSO,no
MRMTRP34,12331,J19,324.5,533.125,0.799,J,19,34,BCC0109281,DRUG,no
MRMTRP15,12304,H21,324.5,457.75,0.229,H,21,15,BCC0047224,DRUG,no
MRMTRP10uM04,12390,E02,324.5,442.891,0.117,E,2,4,DMSO,EtBr,no
MRMTRP41,12401,H09,324.5,434.914,0.056,H,9,41,BCC0030765,DRUG,no
MRMTRP13,12303,F17,324.5,432.523,0.038,F,17,13,BCC0031335,DRUG,no
MRMTRP36,12333,E14,324.5,430.258,0.021,E,14,36,BCC0069347,DRUG,no
MRMTRP37,12334,L06,324.5,416.117,-0.086,L,6,37,BCC0097381,DRUG,no
MRMTRP36,12333,M20,324.5,357.789,-0.527,M,20,36,BCC0047527,DRUG,no
MRMTRP11,12301,N18,324.5,357.156,-0.532,N,18,11,BCC0058101,DRUG,no
MRMTRP32,12329,B03,324.5,353.797,-0.557,B,3,32,DMSO,DMSO,no
MRMTRP33,12330,A17,324.5,349.016,-0.593,A,17,33,BCC0065558,DRUG,no
MRMTRP1uM01,12383,L10,324.5,342.297,-0.644,L,10,1,Empty,DRUG,no
MRMTRP20,12314,E22,324.5,315.625,-0.846,E,22,20,BCC0103047,DRUG,no
MRMTRP13,12303,J11,324.5,278.164,-1.129,J,11,13,BCC0038105,DRUG,no
MRMTRP1uM05,12391,O15,324.5,183.344,-1.846,O,15,5,Zalcitabine,DRUG,no
MRMTRP22,12316,C24,324.5,178.5,-1.883,C,24,22,BCC0029863,DRUG,no
MRMTRP11,12301,H17,325,538.844,0.842,H,17,11,BCC0057562,DRUG,no
MRMTRP10uM03,12388,L17,325,485.578,0.44,L,17,3,Phenindione,DRUG,no
MRMTRP12,12302,D24,325,397.445,-0.227,D,24,12,BCC0095888,DRUG,no
MRMTRP27,12320,N03,325,367.648,-0.452,N,3,27,DMSO,DMSO,no
MRMTRP21,12315,G20,325,364.547,-0.476,G,20,21,,DRUG,no
MRMTRP31,12328,B11,325,343.695,-0.633,B,11,31,BCC0104419,DRUG,no
MRMTRP10uM04,12390,D03,325,319.773,-0.814,D,3,4,STS,DMSO,no
MRMTRP29,12322,D05,325,191.008,-1.788,D,5,29,BCC0071454,DRUG,no
MRMTRP1uM05,12391,L01,325.5,636.055,1.578,L,1,5,STS,DMSO,no
MRMTRP12,12302,P18,325.5,523.344,0.725,P,18,12,BCC0049755,DRUG,no
MRMTRP23,12317,F20,325.5,496.477,0.522,F,20,23,BCC0108097,DRUG,no
MRMTRP30,12327,H09,325.5,493.445,0.499,H,9,30,BCC0059146,DRUG,no
MRMTRP33,12330,N04,325.5,473.844,0.351,N,4,33,DMSO,EtBr,no
MRMTRP35,12332,G06,325.5,442.414,0.113,G,6,35,BCC0042870,DRUG,no
MRMTRP37,12334,C22,325.5,435.063,0.058,C,22,37,BCC0076856,DRUG,no
MRMTRP38,12335,L03,325.5,428.859,0.011,L,3,38,STS,DMSO,no
MRMTRP34,12331,H11,325.5,428.586,0.009,H,11,34,BCC0045971,DRUG,no
MRMTRP1uM02,12385,D19,325.5,384.508,-0.325,D,19,2,Phenformin hydrochloride,DRUG,no
MRMTRP23,12317,F06,325.5,330.633,-0.732,F,6,23,BCC0036630,DRUG,no
MRMTRP24,12399,K11,325.5,303,-0.941,K,11,24,BCC0050690,DRUG,no
MRMTRP41,12401,B09,325.5,301.414,-0.953,B,9,41,BCC0032963,DRUG,no
MRMTRP11,12301,D11,325.5,206.359,-1.672,D,11,11,BCC0035388,DRUG,no
MRMTRP1uM05,12391,I09,325.5,109.102,-2.408,I,9,5,Meptazinol hydrochloride,DRUG,no
MRMTRP11,12301,A23,325.5,37.82,-2.947,A,23,11,BCC0039152,DRUG,no
MRMTRP17,12398,H20,326,668.75,1.825,H,20,17,BCC0059953,DRUG,no
MRMTRP27,12320,M23,326,517.086,0.678,M,23,27,BCC0059265,DRUG,no
MRMTRP31,12328,J11,326,474.883,0.359,J,11,31,BCC0037343,DRUG,no
MRMTRP10uM01,12384,O01,326,445.289,0.135,O,1,1,PAC,DMSO,no
MRMTRP10uM01,12384,K04,326,420.906,-0.05,K,4,1,STS,EtBr,no
MRMTRP24,12399,M12,326,418.148,-0.07,M,12,24,BCC0037117,DRUG,no
MRMTRP30,12327,B07,326,326.703,-0.762,B,7,30,BCC0063351,DRUG,no
MRMTRP24,12399,E20,326,296.43,-0.991,E,20,24,BCC0031527,DRUG,no
MRMTRP23,12317,I09,326,296.031,-0.994,I,9,23,BCC0064890,DRUG,no
MRMTRP10uM04,12390,P08,326,248.438,-1.354,P,8,4,(R)-(+)-Atenolol,DRUG,no
MRMTRP19,12313,D14,326,237.672,-1.435,D,14,19,BCC0103664,DRUG,no
MRMTRP23,12317,M13,326,169.93,-1.948,M,13,23,BCC0045621,DRUG,no
MRMTRP23,12317,I02,326.5,591.797,1.243,I,2,23,DMSO,EtBr,no
MRMTRP35,12332,M01,326.5,483.047,0.42,M,1,35,DMSO,DMSO,no
MRMTRP37,12334,H06,326.5,482.398,0.416,H,6,37,BCC0041035,DRUG,no
MRMTRP08,12298,H15,326.5,412.109,-0.116,H,15,8,BCC0091054,DRUG,no
MRMTRP37,12334,B01,326.5,387.961,-0.299,B,1,37,DMSO,DMSO,no
MRMTRP18,12312,L04,326.5,383.898,-0.329,L,4,18,STS,EtBr,no
MRMTRP33,12330,A04,326.5,365.266,-0.47,A,4,33,DMSO,EtBr,no
MRMTRP39,12400,F22,326.5,361.063,-0.502,F,22,39,BCC0072565,DRUG,no
MRMTRP10uM03,12388,O10,326.5,311.195,-0.879,O,10,3,Fentiazac,DRUG,no
MRMTRP16,12311,M15,326.5,310.703,-0.883,M,15,16,BCC0077934,DRUG,no
MRMTRP10uM03,12388,J18,327,571.75,1.091,J,18,3,Oxibendazol,DRUG,no
MRMTRP10uM04,12390,K01,327,556.367,0.975,K,1,4,STS,DMSO,no
MRMTRP24,12399,L22,327,446.727,0.146,L,22,24,BCC0088025,DRUG,no
MRMTRP10uM02,12386,I11,327,415.656,-0.089,I,11,2,Naproxen,DRUG,no
MRMTRP33,12330,M14,327,394.914,-0.246,M,14,33,BCC0072364,DRUG,no
MRMTRP10,12300,K14,327,392.266,-0.266,K,14,10,BCC0039632,DRUG,no
MRMTRP19,12313,D18,327,362.352,-0.492,D,18,19,BCC0035519,DRUG,no
MRMTRP27,12320,E22,327,294.039,-1.009,E,22,27,BCC0093531,DRUG,no
MRMTRP16,12311,A12,327,261.344,-1.256,A,12,16,BCC0033462,DRUG,no
MRMTRP15,12304,B22,327,221.914,-1.554,B,22,15,BCC0042946,DRUG,no
MRMTRP14,12397,K18,327.5,599.68,1.303,K,18,14,BCC0040027,DRUG,no
MRMTRP10uM03,12388,F18,327.5,491.813,0.487,F,18,3,Galanthamine hydrobromide,DRUG,no
MRMTRP34,12331,C24,327.5,481.008,0.405,C,24,34,BCC0083464,DRUG,no
MRMTRP35,12332,C20,327.5,452.203,0.187,C,20,35,BCC0072008,DRUG,no
MRMTRP19,12313,G04,327.5,443.852,0.124,G,4,19,PAC,EtBr,no
MRMTRP30,12327,M11,327.5,427.984,0.004,M,11,30,BCC0051836,DRUG,no
MRMTRP30,12327,N08,327.5,390.828,-0.277,N,8,30,BCC0037727,DRUG,no
MRMTRP12,12302,N17,327.5,389.109,-0.29,N,17,12,BCC0072851,DRUG,no
MRMTRP36,12333,L10,327.5,386.031,-0.313,L,10,36,BCC0044441,DRUG,no
MRMTRP20,12314,N15,327.5,291.125,-1.031,N,15,20,BCC0045413,DRUG,no
MRMTRP22,12316,K03,327.5,207.813,-1.661,K,3,22,STS,DMSO,no
MRMTRP1uM05,12391,A24,327.5,118.367,-2.338,A,24,5,Etomidate,DRUG,no
MRMTRP20,12314,N09,327.5,60.453,-2.776,N,9,20,BCC0099205,DRUG,no
MRMTRP09,12299,E23,328,658.484,1.747,E,23,9,BCC0031701,DRUG,no
MRMTRP10,12300,F17,328,432.406,0.037,F,17,10,BCC0094399,DRUG,no
MRMTRP11,12301,J06,328,356.273,-0.538,J,6,11,BCC0091666,DRUG,no
MRMTRP10uM04,12390,K03,328,347.602,-0.604,K,3,4,STS,DMSO,no
MRMTRP1uM01,12383,D19,328,346.93,-0.609,D,19,1,BML-266,DRUG,no
MRMTRP19,12313,A02,328,302.43,-0.946,A,2,19,DMSO,EtBr,no
MRMTRP10uM01,12384,K03,328,288.117,-1.054,K,3,1,STS,DMSO,no
MRMTRP10uM02,12386,O04,328,276.305,-1.143,O,4,2,PAC,EtBr,no
MRMTRP1uM01,12383,H05,328,239.258,-1.423,H,5,1,CI-994,DRUG,no
MRMTRP43,12382,I14,328,233.305,-1.468,I,14,43,BCC0039251,DRUG,no
MRMTRP18,12312,G17,328,180.828,-1.865,G,17,18,BCC0103848,DRUG,no
MRMTRP24,12399,G16,328.5,549.164,0.92,G,16,24,BCC0040897,DRUG,no
MRMTRP40,12336,E15,328.5,498.055,0.534,E,15,40,BCC0050240,DRUG,no
MRMTRP10uM02,12386,L18,328.5,454.68,0.206,L,18,2,Fipexide hydrochloride,DRUG,no
MRMTRP20,12314,N24,328.5,418.844,-0.065,N,24,20,BCC0056225,DRUG,no
MRMTRP29,12322,F02,328.5,417.398,-0.076,F,2,29,DMSO,EtBr,no
MRMTRP35,12332,D03,328.5,399.852,-0.209,D,3,35,STS,DMSO,no
MRMTRP15,12304,N01,328.5,397.422,-0.227,N,1,15,DMSO,DMSO,no
MRMTRP24,12399,L05,328.5,364.086,-0.479,L,5,24,BCC0085932,DRUG,no
MRMTRP43,12382,L09,328.5,208.539,-1.656,L,9,43,BCC0045829,DRUG,no
MRMTRP15,12304,P21,329,595.078,1.268,P,21,15,BCC0047101,DRUG,no
MRMTRP40,12336,C14,329,443.555,0.122,C,14,40,BCC0076086,DRUG,no
MRMTRP30,12327,B21,329,431.625,0.032,B,21,30,BCC0046372,DRUG,no
MRMTRP20,12314,J14,329,427.688,0.002,J,14,20,BCC0063263,DRUG,no
MRMTRP33,12330,I08,329,423.867,-0.027,I,8,33,BCC0084806,DRUG,no
MRMTRP43,12382,P02,329,390.039,-0.283,P,2,43,PAC,EtBr,no
MRMTRP28,12321,E02,329,345.852,-0.617,E,2,28,DMSO,EtBr,no
MRMTRP42,12381,L12,329,327.328,-0.757,L,12,42,BCC0036661,DRUG,no
MRMTRP32,12329,N17,329,325.289,-0.773,N,17,32,BCC0087385,DRUG,no
MRMTRP1uM01,12383,J06,329,285.336,-1.075,J,6,1,Empty,DRUG,no
MRMTRP40,12336,F03,329.5,491.594,0.485,F,3,40,DMSO,DMSO,no
MRMTRP31,12328,D12,329.5,466.555,0.296,D,12,31,BCC0037398,DRUG,no
MRMTRP41,12401,L03,329.5,461.008,0.254,L,3,41,STS,DMSO,no
MRMTRP35,12332,D16,329.5,433.609,0.047,D,16,35,BCC0037584,DRUG,no
MRMTRP10uM02,12386,I13,329.5,422.234,-0.039,I,13,2,Naphazoline hydrochloride,DRUG,no
MRMTRP1uM01,12383,G19,329.5,417.914,-0.072,G,19,1,"4-Amino-D, L-benzylsuccinic acid",DRUG,no
MRMTRP22,12316,P16,329.5,413.75,-0.104,P,16,22,BCC0032133,DRUG,no
MRMTRP27,12320,H20,329.5,401.172,-0.199,H,20,27,BCC0044023,DRUG,no
MRMTRP22,12316,I19,329.5,372.461,-0.416,I,19,22,BCC0115310,DRUG,no
MRMTRP19,12313,L15,329.5,274.023,-1.16,L,15,19,BCC0103526,DRUG,no
MRMTRP1uM01,12383,P08,329.5,254.023,-1.312,P,8,1,Empty,DRUG,no
MRMTRP1uM05,12391,N19,330,521.336,0.71,N,19,5,Imiquimod,DRUG,no
MRMTRP10,12300,N02,330,457.938,0.231,N,2,10,DMSO,EtBr,no
MRMTRP10,12300,F20,330,425.547,-0.014,F,20,10,BCC0034079,DRUG,no
MRMTRP35,12332,N21,330,421.906,-0.042,N,21,35,BCC0062833,DRUG,no
MRMTRP1uM05,12391,G03,330,413.273,-0.107,G,3,5,PAC,DMSO,no
MRMTRP37,12334,H12,330,402.68,-0.187,H,12,37,BCC0047036,DRUG,no
MRMTRP09,12299,F14,330,391.75,-0.27,F,14,9,BCC0103497,DRUG,no
MRMTRP1uM01,12383,M21,330,346.484,-0.612,M,21,1,Empty,DRUG,no
MRMTRP1uM04,12389,B05,330,306.992,-0.911,B,5,4,Methazolamide,DRUG,no
MRMTRP23,12317,C20,330,276.43,-1.142,C,20,23,BCC0051860,DRUG,no
MRMTRP09,12299,D19,330,250.758,-1.336,D,19,9,BCC0083327,DRUG,no
MRMTRP13,12303,N03,330,176.648,-1.897,N,3,13,DMSO,DMSO,no
MRMTRP39,12400,G18,330,144.844,-2.137,G,18,39,BCC0051573,DRUG,no
MRMTRP10,12300,B04,330,26.109,-3.035,B,4,10,DMSO,EtBr,no
MRMTRP40,12336,C20,330.5,506.898,0.601,C,20,40,BCC0098658,DRUG,no
MRMTRP10uM05,12392,G14,330.5,495.656,0.516,G,14,5,Ciprofibrate,DRUG,no
MRMTRP10uM05,12392,O01,330.5,460.406,0.249,O,1,5,PAC,DMSO,no
MRMTRP32,12329,A22,330.5,452.945,0.193,A,22,32,BCC0089144,DRUG,no
MRMTRP10,12300,A02,330.5,410.859,-0.125,A,2,10,DMSO,EtBr,no
MRMTRP43,12382,N17,330.5,199.656,-1.723,N,17,43,BCC0046129,DRUG,no
MRMTRP09,12299,H04,331,559.445,0.998,H,4,9,PAC,EtBr,no
MRMTRP41,12401,G04,331,515.664,0.667,G,4,41,PAC,EtBr,no
MRMTRP1uM02,12385,F09,331,437.977,0.08,F,9,2,Methocarbamol,DRUG,no
MRMTRP12,12302,M18,331,433.266,0.044,M,18,12,BCC0048858,DRUG,no
MRMTRP38,12335,D22,331,432.281,0.037,D,22,38,BCC0085335,DRUG,no
MRMTRP36,12333,H15,331,428.453,0.008,H,15,36,BCC0059334,DRUG,no
MRMTRP34,12331,H10,331,420.031,-0.056,H,10,34,BCC0031374,DRUG,no
MRMTRP10uM02,12386,C21,331,406.617,-0.158,C,21,2,Minoxidil,DRUG,no
MRMTRP30,12327,N05,331,395.594,-0.241,N,5,30,BCC0032693,DRUG,no
MRMTRP1uM02,12385,D05,331,306.125,-0.918,D,5,2,Etofylline,DRUG,no
MRMTRP10uM01,12384,A02,331,295.117,-1.001,A,2,1,DMSO,EtBr,no
MRMTRP10uM03,12388,D08,331,233.367,-1.468,D,8,3,Troglitazone,DRUG,no
MRMTRP43,12382,E21,331,227.398,-1.513,E,21,43,BCC0037592,DRUG,no
MRMTRP19,12313,H06,331,227.164,-1.515,H,6,19,BCC0035426,DRUG,no
MRMTRP10,12300,P21,331,186.344,-1.823,P,21,10,BCC0051957,DRUG,no
MRMTRP06,12296,A02,331,130.805,-2.244,A,2,6,DMSO,EtBr,no
MRMTRP14,12397,A24,331,-12.07,-3.324,A,24,14,BCC0074220,DRUG,no
MRMTRP40,12336,H09,331.5,498.289,0.536,H,9,40,BCC0047860,DRUG,no
MRMTRP34,12331,L18,331.5,481.664,0.41,L,18,34,BCC0052686,DRUG,no
MRMTRP34,12331,E03,331.5,455.078,0.209,E,3,34,DMSO,DMSO,no
MRMTRP31,12328,C19,331.5,419.664,-0.059,C,19,31,BCC0049985,DRUG,no
MRMTRP16,12311,G04,331.5,415.391,-0.091,G,4,16,PAC,EtBr,no
MRMTRP31,12328,B14,331.5,371.039,-0.427,B,14,31,BCC0101266,DRUG,no
MRMTRP23,12317,L11,331.5,369.07,-0.442,L,11,23,BCC0089060,DRUG,no
MRMTRP11,12301,M19,331.5,355.547,-0.544,M,19,11,BCC0052393,DRUG,no
MRMTRP10,12300,M24,331.5,348.977,-0.594,M,24,10,BCC0040337,DRUG,no
MRMTRP10uM04,12390,O20,331.5,337.445,-0.681,O,20,4,Pridinol methanesulfonate salt,DRUG,no
MRMTRP42,12381,F14,331.5,171.57,-1.935,F,14,42,BCC0034887,DRUG,no
MRMTRP1uM05,12391,C17,331.5,82.703,-2.607,C,17,5,Memantine Hydrochloride,DRUG,no
MRMTRP31,12328,D16,332,527.867,0.759,D,16,31,BCC0064502,DRUG,no
MRMTRP10uM05,12392,L04,332,477.922,0.382,L,4,5,STS,EtBr,no
MRMTRP38,12335,L21,332,441.32,0.105,L,21,38,BCC0044466,DRUG,no
MRMTRP12,12302,I15,332,439.57,0.092,I,15,12,BCC0034495,DRUG,no
MRMTRP33,12330,C06,332,357.109,-0.532,C,6,33,BCC0065832,DRUG,no
MRMTRP16,12311,F09,332,280.133,-1.114,F,9,16,BCC0039355,DRUG,no
MRMTRP16,12311,N11,332,206.195,-1.673,N,11,16,BCC0033449,DRUG,no
MRMTRP1uM01,12383,I11,332,66.758,-2.728,I,11,1,Calpain Inhibitor II (ALLM),DRUG,no
MRMTRP30,12327,E05,332.5,548.609,0.916,E,5,30,BCC0092375,DRUG,no
MRMTRP1uM02,12385,L19,332.5,503.102,0.572,L,19,2,Ketoprofen,DRUG,no
MRMTRP33,12330,D13,332.5,460.156,0.247,D,13,33,BCC0096872,DRUG,no
MRMTRP10uM02,12386,H07,332.5,444.016,0.125,H,7,2,Oxolinic acid,DRUG,no
MRMTRP34,12331,G07,332.5,415.07,-0.094,G,7,34,BCC0042487,DRUG,no
MRMTRP32,12329,E03,332.5,384.328,-0.326,E,3,32,DMSO,DMSO,no
MRMTRP24,12399,J09,332.5,383.297,-0.334,J,9,24,BCC0102292,DRUG,no
MRMTRP34,12331,L10,332.5,324.906,-0.776,L,10,34,BCC0031372,DRUG,no
MRMTRP29,12322,K03,332.5,300.461,-0.96,K,3,29,STS,DMSO,no
MRMTRP21,12315,P15,332.5,233.023,-1.47,P,15,21,BCC0089148,DRUG,no
MRMTRP10uM04,12390,P09,332.5,135.055,-2.211,P,9,4,Theobromine,DRUG,no
MRMTRP36,12333,F21,333,482.109,0.413,F,21,36,BCC0045177,DRUG,no
MRMTRP10uM05,12392,K12,333,431.773,0.033,K,12,5,Cyclopentolate hydrochloride,DRUG,no
MRMTRP37,12334,N15,333,421.305,-0.047,N,15,37,BCC0040508,DRUG,no
MRMTRP10,12300,I11,333,415.32,-0.092,I,11,10,BCC0006923,DRUG,no
MRMTRP1uM01,12383,F08,333,395.039,-0.245,F,8,1,Empty,DRUG,no
MRMTRP10,12300,E13,333,374.633,-0.399,E,13,10,BCC0063386,DRUG,no
MRMTRP21,12315,P22,333,339.516,-0.665,P,22,21,,DRUG,no
MRMTRP43,12382,L08,333,293.875,-1.01,L,8,43,BCC0035894,DRUG,no
MRMTRP25,12318,N07,333,244.547,-1.383,N,7,25,BCC0038462,DRUG,no
MRMTRP16,12311,A01,333,228.625,-1.504,A,1,16,DMSO,DMSO,no
MRMTRP27,12320,N14,333,159.945,-2.023,N,14,27,BCC0091529,DRUG,no
MRMTRP10uM04,12390,A23,333,154.563,-2.064,A,23,4,Sulmazole,DRUG,no
MRMTRP19,12313,K11,333,108.844,-2.41,K,11,19,BCC0086141,DRUG,no
MRMTRP23,12317,L01,333.5,668.219,1.821,L,1,23,STS,DMSO,no
MRMTRP32,12329,M04,333.5,475.641,0.364,M,4,32,DMSO,EtBr,no
MRMTRP33,12330,B19,333.5,468.172,0.308,B,19,33,BCC0051323,DRUG,no
MRMTRP40,12336,N19,333.5,458.18,0.232,N,19,40,BCC0091693,DRUG,no
MRMTRP31,12328,G09,333.5,452.547,0.19,G,9,31,BCC0064444,DRUG,no
MRMTRP15,12304,G06,333.5,446.531,0.144,G,6,15,BCC0064278,DRUG,no
MRMTRP30,12327,A22,333.5,439.086,0.088,A,22,30,BCC0087144,DRUG,no
MRMTRP39,12400,J22,333.5,430.094,0.02,J,22,39,BCC0077660,DRUG,no
MRMTRP34,12331,B03,333.5,413,-0.109,B,3,34,DMSO,DMSO,no
MRMTRP1uM05,12391,C14,333.5,411.977,-0.117,C,14,5,Trifluridine,DRUG,no
MRMTRP10uM04,12390,E14,333.5,406.578,-0.158,E,14,4,Glycopyrrolate,DRUG,no
MRMTRP34,12331,A04,333.5,397.703,-0.225,A,4,34,DMSO,EtBr,no
MRMTRP10uM03,12388,L05,333.5,371.523,-0.423,L,5,3,Grepafloxacin,DRUG,no
MRMTRP20,12314,K15,333.5,341.344,-0.651,K,15,20,BCC0045806,DRUG,no
MRMTRP36,12333,M17,333.5,310.773,-0.882,M,17,36,BCC0078112,DRUG,no
MRMTRP08,12298,E24,333.5,308.141,-0.902,E,24,8,BCC0045467,DRUG,no
MRMTRP10uM01,12384,L06,333.5,294.57,-1.005,L,6,1,Empty,DRUG,no
MRMTRP17,12398,E15,333.5,266.031,-1.221,E,15,17,BCC0093996,DRUG,no
MRMTRP39,12400,C04,333.5,242.938,-1.395,C,4,39,STS,EtBr,no
MRMTRP31,12328,A12,333.5,217.477,-1.588,A,12,31,BCC0035431,DRUG,no
MRMTRP42,12381,K06,333.5,210.883,-1.638,K,6,42,BCC0038344,DRUG,no
MRMTRP11,12301,P06,333.5,156.008,-2.053,P,6,11,BCC0033070,DRUG,no
MRMTRP43,12382,K09,333.5,150.867,-2.092,K,9,43,BCC0090424,DRUG,no
MRMTRP15,12304,G11,333.5,124.445,-2.292,G,11,15,BCC0042416,DRUG,no
MRMTRP11,12301,I13,333.5,94.672,-2.517,I,13,11,BCC0080167,DRUG,no
MRMTRP1uM04,12389,P06,334,594.172,1.261,P,6,4,Toremifene,DRUG,no
MRMTRP1uM05,12391,E02,334,550.992,0.934,E,2,5,DMSO,EtBr,no
MRMTRP38,12335,L06,334,403.586,-0.181,L,6,38,BCC0034178,DRUG,no
MRMTRP35,12332,N15,334,379.172,-0.365,N,15,35,BCC0037127,DRUG,no
MRMTRP29,12322,H19,334,316.484,-0.839,H,19,29,BCC0046338,DRUG,no
MRMTRP21,12315,N06,334,202.391,-1.702,N,6,21,BCC0068949,DRUG,no
MRMTRP1uM02,12385,A03,334,-190.836,-4.676,A,3,2,DMSO,DMSO,no
MRMTRP20,12314,I20,334.5,508.031,0.609,I,20,20,BCC0064165,DRUG,no
MRMTRP17,12398,H16,334.5,496.352,0.521,H,16,17,BCC0104684,DRUG,no
MRMTRP29,12322,K22,334.5,468.195,0.308,K,22,29,BCC0033767,DRUG,no
MRMTRP26,12319,L22,334.5,442.219,0.112,L,22,26,BCC0076198,DRUG,no
MRMTRP41,12401,L19,334.5,428.469,0.008,L,19,41,BCC0094065,DRUG,no
MRMTRP35,12332,N19,334.5,417.602,-0.075,N,19,35,BCC0088474,DRUG,no
MRMTRP09,12299,D21,334.5,368.602,-0.445,D,21,9,BCC0050553,DRUG,no
MRMTRP19,12313,L14,334.5,354.781,-0.55,L,14,19,BCC0103745,DRUG,no
MRMTRP19,12313,N14,334.5,346.078,-0.615,N,14,19,BCC0097733,DRUG,no
MRMTRP14,12397,P01,334.5,300,-0.964,P,1,14,PAC,DMSO,no
MRMTRP10uM03,12388,H20,335,595.555,1.271,H,20,3,Celiprolol hydrochloride,DRUG,no
MRMTRP34,12331,F01,335,588.719,1.22,F,1,34,DMSO,DMSO,no
MRMTRP10,12300,I01,335,559.914,1.002,I,1,10,DMSO,DMSO,no
MRMTRP09,12299,F02,335,557.945,0.987,F,2,9,DMSO,EtBr,no
MRMTRP42,12381,N02,335,457.273,0.226,N,2,42,DMSO,EtBr,no
MRMTRP13,12303,A21,335,427.367,-0.001,A,21,13,BCC0092890,DRUG,no
MRMTRP19,12313,F14,335,406.641,-0.157,F,14,19,BCC0097732,DRUG,no
MRMTRP31,12328,C16,335,397.32,-0.228,C,16,31,BCC0067582,DRUG,no
MRMTRP36,12333,D10,335,342.172,-0.645,D,10,36,BCC0081699,DRUG,no
MRMTRP39,12400,I10,335,322.031,-0.797,I,10,39,BCC0035549,DRUG,no
MRMTRP21,12315,K01,335,92.297,-2.535,K,1,21,STS,DMSO,no
MRMTRP06,12296,C05,335,-160.586,-4.447,C,5,6,BCC0038014,DRUG,no
MRMTRP35,12332,H01,335.5,615.359,1.421,H,1,35,PAC,DMSO,no
MRMTRP31,12328,I01,335.5,583.352,1.179,I,1,31,DMSO,DMSO,no
MRMTRP13,12303,H02,335.5,566.57,1.052,H,2,13,PAC,EtBr,no
MRMTRP11,12301,H01,335.5,527.813,0.759,H,1,11,PAC,DMSO,no
MRMTRP10,12300,F21,335.5,465.047,0.284,F,21,10,BCC0031395,DRUG,no
MRMTRP17,12398,N19,335.5,442.961,0.117,N,19,17,BCC0067763,DRUG,no
MRMTRP35,12332,D14,335.5,429.914,0.019,D,14,35,BCC0033338,DRUG,no
MRMTRP21,12315,L13,335.5,414.25,-0.1,L,13,21,BCC0080337,DRUG,no
MRMTRP12,12302,H10,335.5,399.242,-0.213,H,10,12,BCC0032777,DRUG,no
MRMTRP1uM01,12383,H18,335.5,393.523,-0.257,H,18,1,Empty,DRUG,no
MRMTRP1uM02,12385,L14,335.5,264.969,-1.229,L,14,2,Acemetacin,DRUG,no
MRMTRP40,12336,A20,336,550.82,0.933,A,20,40,BCC0091829,DRUG,no
MRMTRP33,12330,E01,336,452.133,0.187,E,1,33,DMSO,DMSO,no
MRMTRP33,12330,E15,336,444.609,0.13,E,15,33,BCC0072171,DRUG,no
MRMTRP27,12320,C01,336,425.555,-0.014,C,1,27,STS,DMSO,no
MRMTRP38,12335,J17,336,349.977,-0.586,J,17,38,BCC0094310,DRUG,no
MRMTRP21,12315,N11,336,328.266,-0.75,N,11,21,BCC0101292,DRUG,no
MRMTRP33,12330,E03,336,310.602,-0.884,E,3,33,DMSO,DMSO,no
MRMTRP27,12320,G02,336,304.133,-0.933,G,2,27,PAC,EtBr,no
MRMTRP10uM01,12384,L07,336,245.586,-1.375,L,7,1,Empty,DRUG,no
MRMTRP21,12315,J07,336,190.609,-1.791,J,7,21,BCC0066022,DRUG,no
MRMTRP06,12296,M04,336,141.969,-2.159,M,4,6,DMSO,EtBr,no
MRMTRP10uM04,12390,J04,336.5,539.547,0.848,J,4,4,DMSO,EtBr,no
MRMTRP1uM04,12389,O11,336.5,515.594,0.667,O,11,4,Sulfachloropyridazine,DRUG,no
MRMTRP35,12332,D08,336.5,453.047,0.194,D,8,35,BCC0079077,DRUG,no
MRMTRP40,12336,C04,336.5,449.344,0.166,C,4,40,STS,EtBr,no
MRMTRP18,12312,O22,336.5,447.094,0.149,O,22,18,BCC0030640,DRUG,no
MRMTRP27,12320,O23,336.5,443.336,0.12,O,23,27,BCC0058971,DRUG,no
MRMTRP30,12327,C06,336.5,429.125,0.013,C,6,30,BCC0046592,DRUG,no
